ID,Status Pernikahan,Program Studi,Kelas Reguler/Malam,Pendidikan Terakhir,Nilai SMA,Daerah Asal,Pendidikan Ibu,Pendidikan Ayah,Pekerjaan Ibu,Pekerjaan Ayah,Nilai Ujian Masuk,Pindahan,Berkebutuhan Khusus,Status pembayaran semester terakhir,Jenis Kelamin,Beasiswa,Usia saat mendaftar,IP Semester 1,IP Semester 2,Target
00236,Belum Menikah,Jurnalistik,Reguler,SMA/Sederajat,72,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Wiraswasta,Wiraswasta,65.35,Ya,Tidak,Sudah,Wanita,Tidak,20,2.33,2.32,Lulus Tidak Tepat Waktu
00237,Menikah,Perpajakan,Reguler,SMA/Sederajat,60,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,70,Ya,Tidak,Sudah,Pria,Tidak,33,3.6,2.6,Gagal
00238,Belum Menikah,Hubungan Masyarakat,Reguler,SMA/Sederajat,65.5,Pulau Jawa,Lebih dari S1,SMA/Sederajat,Pegawai Swasta,Pegawai Swasta,65,Ya,Tidak,Sudah,Pria,Tidak,19,2.56,2.29,Lulus Tepat Waktu
00239,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,69.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Lainnya,63,Ya,Tidak,Sudah,Pria,Tidak,18,2.46,2.46,Gagal
00240,Belum Menikah,Perpajakan,Reguler,SMA/Sederajat,56.5,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Lainnya,Lainnya,53.7,Ya,Tidak,Sudah,Pria,Tidak,18,2.8,2.64,Lulus Tepat Waktu
00248,Menikah,Ekonomi,Malam,SMA/Sederajat,60,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Lainnya,Pegawai Swasta,66.45,Tidak,Tidak,Sudah,Pria,Tidak,32,2.15,2.27,Gagal
00249,Belum Menikah,Hubungan Masyarakat,Reguler,SMA/Sederajat,66.55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,49,Ya,Tidak,Sudah,Pria,Tidak,23,2.28,2.2,Lulus Tepat Waktu
00250,Belum Menikah,Hubungan Masyarakat,Reguler,SMA/Sederajat,56,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Lainnya,Pegawai Negri,53.9,Ya,Tidak,Sudah,Wanita,Tidak,19,2.07,2.89,Lulus Tidak Tepat Waktu
00254,Belum Menikah,Pertanian,Reguler,SMA/Sederajat,55.5,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Lainnya,Lainnya,58.85,Tidak,Tidak,Sudah,Wanita,Tidak,20,2.16,2.3,Lulus Tepat Waktu
00255,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,67,Pulau Jawa,Lebih dari S1,SMA/Sederajat,Lainnya,Lainnya,60.6,Tidak,Tidak,Sudah,Wanita,Tidak,19,2.69,2.67,Lulus Tepat Waktu
00256,Belum Menikah,Agronomi,Reguler,SMA/Sederajat,65,Pulau Jawa,SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Negri,Pegawai Negri,65,Ya,Tidak,Sudah,Wanita,Tidak,20,2.25,2,Lulus Tidak Tepat Waktu
00257,Belum Menikah,Penyiaran,Reguler,SMA/Sederajat,64,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,65.6,Ya,Tidak,Sudah,Pria,Tidak,21,2.73,2.6,Lulus Tepat Waktu
00258,Belum Menikah,Jurnalistik,Reguler,SMA/Sederajat,66.55,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Swasta,Pegawai Swasta,58,Tidak,Tidak,Sudah,Pria,Tidak,20,2.3,2.2,Lulus Tepat Waktu
00259,Menikah,Agronomi,Reguler,Perguruan Tinggi,50,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,67.2,Tidak,Tidak,Sudah,Wanita,Tidak,34,2.41,2.45,Lulus Tepat Waktu
00260,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,65.5,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Wiraswasta,Lainnya,62.7,Ya,Tidak,Sudah,Wanita,Tidak,19,2.5,2.43,Lulus Tepat Waktu
00261,Belum Menikah,Ekonomi,Malam,SMA/Sederajat,55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,66.95,Tidak,Tidak,Sudah,Wanita,Tidak,30,2.28,2.73,Gagal
00262,Belum Menikah,Hubungan Masyarakat,Reguler,SMA/Sederajat,63.5,Pulau Jawa,Lebih dari S1,SMA/Sederajat,Pegawai Swasta,Lainnya,58.95,Tidak,Tidak,Sudah,Wanita,Ya,20,2.58,2.47,Lulus Tepat Waktu
00264,Belum Menikah,Teknik Mesin,Reguler,Perguruan Tinggi,60,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,60,Ya,Tidak,Sudah,Wanita,Tidak,32,2.3,2.2,Gagal
00266,Belum Menikah,Penyiaran,Reguler,SMA/Sederajat,73.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Lainnya,72.65,Ya,Tidak,Sudah,Wanita,Tidak,18,0,0,Lulus Tidak Tepat Waktu
00268,Belum Menikah,Pertanian,Reguler,Perguruan Tinggi,66.55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,55,Ya,Tidak,Belum,Wanita,Tidak,28,0,0,Gagal
00272,Belum Menikah,Akuntansi,Reguler,SMA/Sederajat,60,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Negri,Lainnya,57.55,Ya,Tidak,Sudah,Wanita,Tidak,19,2.91,2.47,Lulus Tepat Waktu
00273,Belum Menikah,Teknologi Informasi,Reguler,SMA/Sederajat,62.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,62.7,Tidak,Tidak,Belum,Wanita,Tidak,19,2.4,2.37,Gagal
00276,Belum Menikah,Jurnalistik,Reguler,SMA/Sederajat,74,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Lainnya,Lainnya,72.1,Ya,Tidak,Sudah,Wanita,Tidak,18,3.03,2.86,Lulus Tepat Waktu
00277,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,72,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,63.75,Ya,Tidak,Sudah,Wanita,Ya,18,2.77,2.77,Lulus Tepat Waktu
00278,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,67,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Lainnya,Lainnya,60.25,Ya,Tidak,Sudah,Pria,Ya,18,2.34,2.17,Lulus Tepat Waktu
00280,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,68,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Pegawai Negri,Lainnya,65.15,Ya,Tidak,Sudah,Wanita,Ya,18,2.52,2.52,Lulus Tepat Waktu
00284,Belum Menikah,Teknik Mesin,Reguler,SMA/Sederajat,63,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,61.8,Ya,Tidak,Sudah,Wanita,Tidak,21,2.33,2.6,Lulus Tepat Waktu
00285,Belum Menikah,Teknologi Informasi,Reguler,SMA/Sederajat,66.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Lainnya,62.3,Ya,Tidak,Sudah,Wanita,Ya,18,2.6,2.7,Lulus Tepat Waktu
00287,Belum Menikah,Akuntansi,Reguler,SMA/Sederajat,55,Pulau Jawa,SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Wiraswasta,53.75,Ya,Tidak,Sudah,Wanita,Ya,18,2.45,2.2,Gagal
00288,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,60.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Wiraswasta,57.45,Tidak,Tidak,Sudah,Pria,Ya,21,2.67,2.33,Lulus Tepat Waktu
00290,Belum Menikah,Keperawatan,Reguler,Perguruan Tinggi,75,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Wiraswasta,75,Ya,Tidak,Sudah,Wanita,Tidak,20,2.4,2.48,Lulus Tidak Tepat Waktu
00292,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,62.5,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Pegawai Swasta,Pegawai Swasta,57.95,Tidak,Tidak,Sudah,Wanita,Tidak,18,2.71,2.64,Lulus Tepat Waktu
00299,Belum Menikah,Teknologi Informasi,Reguler,SMA/Sederajat,56,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,53.05,Ya,Tidak,Sudah,Wanita,Ya,20,2.77,2.51,Lulus Tepat Waktu
00302,Belum Menikah,Agronomi,Reguler,Perguruan Tinggi,70,Pulau Jawa,Lebih dari S1,SMA/Sederajat,Lainnya,Lainnya,68.05,Ya,Tidak,Sudah,Wanita,Tidak,21,2.4,2.5,Lulus Tidak Tepat Waktu
00307,Belum Menikah,Perpustakaan,Reguler,SMA/Sederajat,62,Pulau Jawa,Lebih dari S1,SMA/Sederajat,Pegawai Swasta,Lainnya,58,Tidak,Tidak,Sudah,Pria,Tidak,19,3.1,2.82,Lulus Tepat Waktu
00316,Menikah,Pariwisata,Malam,Perguruan Tinggi,50,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,50,Tidak,Tidak,Sudah,Wanita,Tidak,46,2.67,2.37,Lulus Tepat Waktu
00319,Belum Menikah,Teknik Mesin,Reguler,SMA/Sederajat,55,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Negri,Pegawai Negri,80,Ya,Tidak,Sudah,Wanita,Tidak,30,3.29,3.33,Gagal
00320,Belum Menikah,Pertanian,Reguler,SMA/Sederajat,56.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Negri,Lainnya,53.35,Ya,Tidak,Sudah,Pria,Ya,19,2,0,Gagal
00322,Cerai,Hubungan Masyarakat,Reguler,SMA/Sederajat,66.55,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Wiraswasta,Lainnya,57,Tidak,Tidak,Belum,Pria,Tidak,29,2.6,0,Gagal
00323,Belum Menikah,Agronomi,Reguler,SMA/Sederajat,80,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Lainnya,Lainnya,72.15,Tidak,Tidak,Sudah,Pria,Tidak,22,0,0,Gagal
00324,Belum Menikah,Akuntansi,Reguler,SMA/Sederajat,66.55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Negri,Pegawai Swasta,52.5,Ya,Tidak,Sudah,Wanita,Tidak,20,2.66,2.76,Lulus Tepat Waktu
00325,Belum Menikah,Manajemen,Reguler,SMA/Sederajat,72.5,Pulau Jawa,Lebih dari S1,SMA/Sederajat,Lainnya,Lainnya,65,Ya,Tidak,Sudah,Pria,Tidak,18,2.57,2.51,Lulus Tepat Waktu
00328,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,65.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,60.25,Tidak,Tidak,Sudah,Wanita,Tidak,19,2.83,2.83,Lulus Tepat Waktu
00329,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,65.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Swasta,Pegawai Swasta,61,Tidak,Tidak,Sudah,Wanita,Tidak,19,3,3,Lulus Tepat Waktu
00331,Belum Menikah,Pertanian,Reguler,Perguruan Tinggi,66.55,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Lainnya,Lainnya,50.75,Tidak,Tidak,Belum,Pria,Tidak,34,0,0,Gagal
00333,Menikah,Ekonomi,Malam,SMA/Sederajat,66.55,Luar Jawa,Lebih dari S1,Lebih dari S1,Wiraswasta,Lainnya,50,Tidak,Tidak,Sudah,Wanita,Tidak,37,2.69,2.32,Lulus Tepat Waktu
00335,Belum Menikah,Jurnalistik,Reguler,SMA/Sederajat,75,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Wiraswasta,69.05,Ya,Tidak,Sudah,Wanita,Tidak,19,2.8,3,Lulus Tidak Tepat Waktu
00342,Belum Menikah,Teknik Mesin,Reguler,SMA/Sederajat,65.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Lainnya,65.35,Tidak,Tidak,Sudah,Wanita,Tidak,21,2.3,2.2,Lulus Tidak Tepat Waktu
00343,Menikah,Pariwisata,Malam,SMA/Sederajat,66.55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,58,Tidak,Tidak,Belum,Wanita,Tidak,51,2.25,0,Gagal
00346,Belum Menikah,Manajemen,Reguler,SMA/Sederajat,65,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,61.1,Tidak,Tidak,Sudah,Wanita,Tidak,20,2.6,2.45,Lulus Tepat Waktu
00347,Menikah,Pariwisata,Malam,SMA/Sederajat,66.55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,50,Tidak,Tidak,Sudah,Wanita,Tidak,37,2.28,2.43,Lulus Tidak Tepat Waktu
00348,Belum Menikah,Jurnalistik,Reguler,SMA/Sederajat,63.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Swasta,Lainnya,55,Tidak,Tidak,Belum,Pria,Tidak,19,2.33,2,Gagal
00350,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,55,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,63,Ya,Tidak,Sudah,Pria,Tidak,27,2.82,2.82,Lulus Tidak Tepat Waktu
00351,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,66.55,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,59.8,Ya,Tidak,Sudah,Wanita,Ya,19,2.56,2.57,Lulus Tepat Waktu
00358,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,73.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Negri,67.4,Ya,Tidak,Sudah,Wanita,Tidak,18,2.8,2.8,Lulus Tepat Waktu
00359,Belum Menikah,Teknik Mesin,Reguler,SMA/Sederajat,62.5,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Wiraswasta,Pegawai Swasta,59.2,Ya,Tidak,Sudah,Wanita,Tidak,21,2.27,2.1,Lulus Tidak Tepat Waktu
00360,Menikah,Perbankan,Reguler,SMA/Sederajat,65,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Negri,65,Tidak,Tidak,Sudah,Wanita,Tidak,32,2.75,2.41,Lulus Tidak Tepat Waktu
00362,Belum Menikah,Teknik Mesin,Reguler,Perguruan Tinggi,80,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Negri,Wiraswasta,80,Ya,Ya,Belum,Pria,Tidak,19,2.8,2.7,Gagal
00364,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,68,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Pegawai Swasta,64.25,Ya,Tidak,Sudah,Wanita,Tidak,18,2.55,2.55,Lulus Tepat Waktu
00365,Belum Menikah,Agronomi,Reguler,SMA/Sederajat,85,Pulau Jawa,Lebih dari S1,SMA/Sederajat,Pegawai Swasta,Pegawai Swasta,70,Ya,Tidak,Sudah,Wanita,Tidak,24,3.15,3.28,Lulus Tidak Tepat Waktu
00369,Belum Menikah,Teknologi Informasi,Reguler,SMA/Sederajat,64,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Lainnya,64.2,Ya,Tidak,Sudah,Wanita,Ya,20,2.64,2.57,Lulus Tidak Tepat Waktu
00371,Belum Menikah,Pertanian,Reguler,SMA/Sederajat,71.5,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Wiraswasta,Lainnya,67.5,Tidak,Tidak,Sudah,Wanita,Tidak,20,0,0,Gagal
00372,Belum Menikah,Perpustakaan,Reguler,SMA/Sederajat,60,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,75.05,Ya,Tidak,Sudah,Pria,Tidak,43,2.96,2.44,Lulus Tepat Waktu
00375,Belum Menikah,Penyiaran,Reguler,SMA/Sederajat,70,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,71.7,Ya,Tidak,Sudah,Wanita,Tidak,21,0,0,Gagal
00376,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,69,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Lainnya,Pegawai Swasta,61.5,Ya,Tidak,Sudah,Wanita,Tidak,19,2.69,2.61,Lulus Tidak Tepat Waktu
00377,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,62.5,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Pegawai Swasta,Lainnya,59.15,Tidak,Tidak,Sudah,Pria,Tidak,20,2.4,2.4,Gagal
00378,Cerai,Akuntansi,Reguler,Perguruan Tinggi,66.55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Lainnya,65,Tidak,Tidak,Sudah,Pria,Ya,29,2.8,0,Gagal
00379,Belum Menikah,Penyiaran,Reguler,SMA/Sederajat,64.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Lainnya,63.65,Ya,Tidak,Belum,Pria,Ya,19,0,0,Gagal
00380,Belum Menikah,Pariwisata,Malam,Perguruan Tinggi,50,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Negri,Pegawai Negri,55.5,Ya,Tidak,Sudah,Wanita,Ya,26,2.47,2.33,Lulus Tidak Tepat Waktu
00385,Menikah,Ekonomi,Malam,SMA/Sederajat,80,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,64.2,Tidak,Tidak,Sudah,Wanita,Tidak,34,2.08,2.4,Lulus Tepat Waktu
00386,Belum Menikah,Jurnalistik,Reguler,SMA/Sederajat,63.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Lainnya,61.6,Ya,Tidak,Sudah,Wanita,Tidak,18,2.2,0,Lulus Tidak Tepat Waktu
00387,Belum Menikah,Perpustakaan,Reguler,Perguruan Tinggi,65,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,65,Ya,Tidak,Sudah,Pria,Tidak,20,2.32,2.3,Lulus Tidak Tepat Waktu
00389,Belum Menikah,Teknologi Informasi,Reguler,SMA/Sederajat,67,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Wiraswasta,Lainnya,61.05,Ya,Tidak,Sudah,Wanita,Ya,18,2.33,2.4,Gagal
00390,Cerai,Hubungan Masyarakat,Reguler,SMA/Sederajat,90,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Lainnya,70.25,Tidak,Tidak,Belum,Wanita,Tidak,24,0,0,Gagal
00392,Menikah,Perbankan,Reguler,SMA/Sederajat,66.55,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Pegawai Swasta,Pegawai Swasta,60,Tidak,Tidak,Sudah,Pria,Ya,34,2.77,2.77,Lulus Tepat Waktu
00394,Belum Menikah,Teknik Mesin,Reguler,Perguruan Tinggi,75,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Lainnya,Lainnya,75.15,Ya,Tidak,Sudah,Pria,Ya,21,2.84,2.75,Lulus Tepat Waktu
00395,Menikah,Perbankan,Reguler,SMA/Sederajat,65,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,65,Tidak,Tidak,Sudah,Wanita,Ya,32,2.93,2.93,Lulus Tepat Waktu
00396,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,66.55,Luar Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Wiraswasta,50,Tidak,Tidak,Sudah,Pria,Tidak,20,2.57,2.55,Lulus Tidak Tepat Waktu
00397,Belum Menikah,Pariwisata,Malam,Perguruan Tinggi,70,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Lainnya,Lainnya,69,Ya,Tidak,Sudah,Wanita,Ya,21,2.55,2.52,Lulus Tepat Waktu
00398,Belum Menikah,Jurnalistik,Reguler,SMA/Sederajat,62.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,59.55,Ya,Tidak,Sudah,Wanita,Tidak,22,2.4,2,Gagal
00399,Belum Menikah,Hubungan Masyarakat,Reguler,SMA/Sederajat,60,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Negri,Lainnya,56.7,Tidak,Tidak,Sudah,Pria,Tidak,22,2.6,2.33,Gagal
00400,Belum Menikah,Teknik Mesin,Reguler,SMA/Sederajat,70,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,73.2,Tidak,Tidak,Sudah,Wanita,Tidak,18,2.52,2.32,Lulus Tepat Waktu
00402,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,63,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Negri,Pegawai Negri,61.4,Ya,Tidak,Sudah,Wanita,Tidak,18,2.59,2.59,Lulus Tepat Waktu
00403,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,63.5,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Lainnya,Lainnya,60.1,Ya,Tidak,Sudah,Wanita,Ya,19,2.55,2.71,Lulus Tepat Waktu
00404,Belum Menikah,Pariwisata,Malam,SMA/Sederajat,70.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,75.25,Tidak,Tidak,Sudah,Wanita,Tidak,29,2.63,3.13,Lulus Tepat Waktu
00407,Belum Menikah,Manajemen,Reguler,SMA/Sederajat,70.5,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Pegawai Negri,Lainnya,63.5,Tidak,Tidak,Sudah,Wanita,Tidak,20,2.48,2.48,Lulus Tepat Waktu
00408,Belum Menikah,Hubungan Masyarakat,Reguler,Perguruan Tinggi,65,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Lainnya,Lainnya,66.9,Ya,Tidak,Sudah,Wanita,Tidak,21,2.31,2.58,Lulus Tepat Waktu
00410,Belum Menikah,Jurnalistik,Reguler,SMA/Sederajat,66.55,Luar Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,65,Tidak,Tidak,Sudah,Wanita,Tidak,-23,3.2,2.45,Gagal
00412,Belum Menikah,Ekonomi,Malam,SMA/Sederajat,65,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,65.05,Tidak,Tidak,Sudah,Wanita,Tidak,25,2.2,2.25,Lulus Tidak Tepat Waktu
00414,Menikah,Ekonomi,Malam,SMA/Sederajat,65,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,55,Ya,Tidak,Sudah,Wanita,Tidak,38,2.15,2,Gagal
00416,Belum Menikah,Hubungan Masyarakat,Reguler,SMA/Sederajat,58,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Wiraswasta,Lainnya,57.3,Ya,Tidak,Sudah,Wanita,Tidak,19,2.15,2,Gagal
00418,Menikah,Teknologi Informasi,Reguler,SMA/Sederajat,65,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,60.15,Tidak,Tidak,Sudah,Wanita,Tidak,35,0,0,Gagal
00419,Belum Menikah,Pariwisata,Malam,Perguruan Tinggi,66.55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Negri,67.75,Tidak,Tidak,Sudah,Wanita,Tidak,58,0,0,Gagal
00420,Belum Menikah,Teknik Mesin,Reguler,Perguruan Tinggi,75,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Wiraswasta,Lainnya,75,Ya,Tidak,Sudah,Wanita,Tidak,19,2.83,2.6,Lulus Tepat Waktu
00421,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,69.5,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,65.75,Ya,Tidak,Sudah,Wanita,Tidak,18,2.83,2.83,Lulus Tepat Waktu
00422,Menikah,Ekonomi,Malam,SMA/Sederajat,55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Lainnya,75,Tidak,Tidak,Sudah,Pria,Tidak,49,2.44,2.36,Lulus Tepat Waktu
00425,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,78.5,Pulau Jawa,SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Pegawai Swasta,69.4,Tidak,Tidak,Sudah,Pria,Tidak,18,2.71,2.71,Lulus Tepat Waktu
00426,Belum Menikah,Manajemen,Reguler,SMA/Sederajat,76,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Wiraswasta,Lainnya,78.45,Ya,Tidak,Sudah,Wanita,Tidak,19,3.07,3.17,Lulus Tepat Waktu
00431,Belum Menikah,Pariwisata,Malam,SMA/Sederajat,60,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Lainnya,Lainnya,61.4,Tidak,Tidak,Sudah,Wanita,Tidak,23,2,2,Lulus Tidak Tepat Waktu
00432,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,63.5,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Pegawai Negri,Pegawai Negri,80,Tidak,Tidak,Sudah,Pria,Tidak,28,2.91,3,Lulus Tepat Waktu
00433,Belum Menikah,Akuntansi,Reguler,SMA/Sederajat,71,Pulau Jawa,Lebih dari S1,SMA/Sederajat,Lainnya,Lainnya,64.2,Tidak,Tidak,Sudah,Wanita,Tidak,23,2.38,2.57,Gagal
00437,Belum Menikah,Agronomi,Reguler,SMA/Sederajat,68,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Lainnya,69.6,Ya,Tidak,Sudah,Wanita,Tidak,18,2.77,2.8,Lulus Tepat Waktu
00438,Menikah,Ekonomi,Malam,SMA/Sederajat,70,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,53.9,Tidak,Tidak,Sudah,Wanita,Tidak,33,2.08,2.09,Lulus Tidak Tepat Waktu
00440,Belum Menikah,Agronomi,Reguler,SMA/Sederajat,71.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,66.8,Ya,Tidak,Sudah,Wanita,Tidak,18,2.28,2.16,Lulus Tepat Waktu
00441,Belum Menikah,Pertanian,Reguler,SMA/Sederajat,67.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,61.05,Tidak,Tidak,Sudah,Pria,Tidak,19,2.5,2.2,Lulus Tidak Tepat Waktu
