ID,Status Pernikahan,Program Studi,Kelas Siang/Malam,Pendidikan Terakhir,Nilai SMA,Daerah Asal,Pendidikan Ibu,Pendidikan Ayah,Pekerjaan Ibu,Pekerjaan Ayah,Nilai Ujian Masuk,Pindahan,Berkebutuhan Khusus,Status pembayaran semester terakhir,Jenis Kelamin,Beasiswa,Umur saat mendaftar,IP Semester 1,IP Semester 2,Target
02043,Belum Menikah,Agronomi,Siang,SMA/Sederajat,62.5,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Lainnya,Lainnya,59.35,Tidak,Tidak,Sudah,Laki-laki,Tidak,20,2.35,2.27,Lulus Tidak Tepat Waktu
02045,Belum Menikah,Jurnalistik,Siang,SMA/Sederajat,54.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Wiraswasta,54.5,Ya,Tidak,Belum,Perempuan,Tidak,20,0,0,Gagal
02046,Belum Menikah,Ekonomi,Malam,SMA/Sederajat,65,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,62,Tidak,Tidak,Sudah,Laki-laki,Tidak,31,2.77,3.08,Lulus Tepat Waktu
02049,Belum Menikah,Penyiaran,Siang,SMA/Sederajat,66.55,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Wiraswasta,64.1,Ya,Tidak,Sudah,Perempuan,Tidak,20,2.25,2.56,Lulus Tepat Waktu
02053,Belum Menikah,Jurnalistik,Siang,SMA/Sederajat,62.5,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Pegawai Negri,Lainnya,57.95,Ya,Tidak,Sudah,Perempuan,Tidak,18,2.6,2.83,Lulus Tepat Waktu
02054,Belum Menikah,Perbankan,Siang,SMA/Sederajat,67.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Lainnya,61.5,Ya,Tidak,Sudah,Perempuan,Ya,18,2.68,2.68,Lulus Tepat Waktu
02059,Belum Menikah,Penyiaran,Siang,Perguruan Tinggi,70,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Lainnya,70,Tidak,Tidak,Belum,Laki-laki,Tidak,25,0,0,Gagal
02062,Belum Menikah,Perbankan,Siang,SMA/Sederajat,76,Pulau Jawa,Lebih dari S1,SMA/Sederajat,Lainnya,Pegawai Negri,68.9,Tidak,Tidak,Sudah,Perempuan,Tidak,19,2.74,2.87,Lulus Tepat Waktu
02063,Belum Menikah,Perbankan,Siang,SMA/Sederajat,68.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Wiraswasta,63.8,Ya,Tidak,Sudah,Perempuan,Tidak,18,2.71,2.93,Lulus Tepat Waktu
02064,Belum Menikah,Keperawatan,Siang,Perguruan Tinggi,64.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,77.65,Ya,Tidak,Sudah,Perempuan,Tidak,27,2.6,2.58,Gagal
02065,Belum Menikah,Perbankan,Siang,SMA/Sederajat,56,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Wiraswasta,Pegawai Swasta,53.4,Ya,Tidak,Sudah,Perempuan,Ya,19,2.71,2.72,Lulus Tepat Waktu
02066,Belum Menikah,Teknik Industri,Siang,Perguruan Tinggi,95,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,95,Ya,Tidak,Sudah,Laki-laki,Tidak,43,2.78,2.5,Gagal
02067,Belum Menikah,Agronomi,Siang,SMA/Sederajat,70.5,Pulau Jawa,SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,64.4,Ya,Tidak,Sudah,Laki-laki,Tidak,18,2.32,2.23,Lulus Tepat Waktu
02069,Belum Menikah,Pariwisata,Malam,SMA/Sederajat,66.55,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,65,Tidak,Tidak,Sudah,Perempuan,Tidak,26,2.36,2.66,Lulus Tepat Waktu
02071,Belum Menikah,Perpustakaan,Siang,Perguruan Tinggi,70,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Lainnya,70,Ya,Tidak,Sudah,Perempuan,Tidak,20,2.33,2.52,Lulus Tepat Waktu
02072,Belum Menikah,Ekonomi,Malam,Perguruan Tinggi,66.55,Pulau Jawa,Lebih dari S1,SMA/Sederajat,Pegawai Swasta,Lainnya,71.35,Tidak,Tidak,Sudah,Laki-laki,Ya,34,2.94,2.88,Lulus Tepat Waktu
02073,Belum Menikah,Perbankan,Siang,SMA/Sederajat,50,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Pegawai Negri,60.65,Ya,Tidak,Sudah,Perempuan,Tidak,34,2.34,2.34,Lulus Tidak Tepat Waktu
02074,Belum Menikah,Penyiaran,Siang,SMA/Sederajat,74,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Lainnya,65.8,Ya,Tidak,Sudah,Perempuan,Tidak,21,2.78,2.54,Gagal
02075,Belum Menikah,Agronomi,Siang,SMA/Sederajat,63.5,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Wiraswasta,Lainnya,70.85,Ya,Tidak,Sudah,Laki-laki,Tidak,22,2.53,2.77,Gagal
02076,Belum Menikah,Perbankan,Siang,SMA/Sederajat,63,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Wiraswasta,Lainnya,62.15,Ya,Tidak,Sudah,Perempuan,Ya,20,2.6,2.6,Lulus Tepat Waktu
02078,Belum Menikah,Manajemen,Siang,SMA/Sederajat,62,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Wiraswasta,Wiraswasta,63.4,Tidak,Tidak,Sudah,Perempuan,Ya,18,2.4,2.23,Lulus Tidak Tepat Waktu
02079,Belum Menikah,Perpajakan,Siang,SMA/Sederajat,65.5,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Wiraswasta,Lainnya,63.4,Tidak,Tidak,Belum,Laki-laki,Ya,18,2.44,2.4,Lulus Tidak Tepat Waktu
02080,Belum Menikah,Perpajakan,Siang,SMA/Sederajat,70,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Lainnya,Lainnya,60,Tidak,Tidak,Belum,Laki-laki,Tidak,31,0,0,Gagal
02081,Menikah,Manajemen,Siang,Perguruan Tinggi,70,Pulau Jawa,Lebih dari S1,Dibawah SMA/Sederajat,Pegawai Swasta,Lainnya,70,Tidak,Tidak,Sudah,Perempuan,Tidak,33,3,2.2,Lulus Tepat Waktu
02085,Belum Menikah,Teknologi Informasi,Siang,SMA/Sederajat,67,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Wiraswasta,Pegawai Negri,61.25,Ya,Tidak,Sudah,Perempuan,Tidak,22,2.63,2.48,Lulus Tidak Tepat Waktu
02086,Menikah,Perpajakan,Siang,SMA/Sederajat,55,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Lainnya,Pegawai Negri,68.5,Tidak,Tidak,Sudah,Laki-laki,Tidak,30,0,0,Gagal
02094,Belum Menikah,Penyiaran,Siang,SMA/Sederajat,59,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Pegawai Negri,55,Tidak,Tidak,Sudah,Laki-laki,Tidak,19,0,0,Gagal
02095,Belum Menikah,Ekonomi,Malam,SMA/Sederajat,60,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,57.9,Tidak,Tidak,Belum,Laki-laki,Tidak,28,2,2,Gagal
02098,Belum Menikah,Pertanian,Siang,SMA/Sederajat,79,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Wiraswasta,Lainnya,76.75,Ya,Tidak,Sudah,Perempuan,Tidak,20,2.97,3.2,Lulus Tepat Waktu
02099,Belum Menikah,Jurnalistik,Siang,SMA/Sederajat,66,Pulau Jawa,Lebih dari S1,Dibawah SMA/Sederajat,Pegawai Swasta,Pegawai Swasta,62.15,Ya,Tidak,Sudah,Perempuan,Tidak,19,2.44,2.16,Lulus Tidak Tepat Waktu
02103,Belum Menikah,Hubungan Masyarakat,Siang,SMA/Sederajat,60.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,56.5,Ya,Tidak,Sudah,Perempuan,Ya,18,2.14,2.2,Lulus Tepat Waktu
02107,Belum Menikah,Agronomi,Siang,SMA/Sederajat,60,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Pegawai Swasta,60.5,Tidak,Tidak,Sudah,Perempuan,Ya,21,2.47,2.27,Lulus Tepat Waktu
02110,Belum Menikah,Agronomi,Siang,SMA/Sederajat,64.5,Pulau Jawa,Lebih dari S1,Dibawah SMA/Sederajat,Wiraswasta,Lainnya,64.7,Ya,Tidak,Sudah,Perempuan,Tidak,18,2.47,2.43,Lulus Tepat Waktu
02113,Belum Menikah,Perbankan,Siang,Perguruan Tinggi,66.55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,55,Ya,Tidak,Sudah,Laki-laki,Tidak,27,0,0,Gagal
02117,Belum Menikah,Jurnalistik,Siang,SMA/Sederajat,67.5,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Wiraswasta,Lainnya,64.7,Ya,Tidak,Sudah,Perempuan,Tidak,18,2.57,2.43,Lulus Tepat Waktu
02118,Belum Menikah,Agronomi,Siang,SMA/Sederajat,66.55,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Swasta,Pegawai Swasta,50,Ya,Tidak,Sudah,Laki-laki,Tidak,22,2.25,2.2,Lulus Tidak Tepat Waktu
02121,Belum Menikah,Perbankan,Siang,SMA/Sederajat,70.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Swasta,Pegawai Swasta,63.15,Ya,Tidak,Sudah,Perempuan,Tidak,18,2.67,2.67,Lulus Tepat Waktu
02122,Belum Menikah,Akuntansi,Siang,SMA/Sederajat,61.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,61,Tidak,Tidak,Sudah,Laki-laki,Tidak,19,2.63,2.64,Lulus Tidak Tepat Waktu
02123,Belum Menikah,Jurnalistik,Siang,SMA/Sederajat,62.5,Pulau Jawa,Lebih dari S1,Dibawah SMA/Sederajat,Pegawai Negri,Lainnya,63.05,Ya,Tidak,Sudah,Laki-laki,Tidak,22,2.68,2.13,Lulus Tidak Tepat Waktu
02124,Menikah,Jurnalistik,Siang,Perguruan Tinggi,50,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,81.75,Tidak,Tidak,Belum,Laki-laki,Tidak,50,3,0,Gagal
02125,Belum Menikah,Agronomi,Siang,SMA/Sederajat,61,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Pegawai Swasta,Lainnya,63.65,Ya,Tidak,Sudah,Perempuan,Ya,19,2.25,2.4,Lulus Tepat Waktu
02126,Belum Menikah,Teknologi Informasi,Siang,SMA/Sederajat,66.55,Pulau Jawa,Lebih dari S1,SMA/Sederajat,Lainnya,Lainnya,58.55,Ya,Tidak,Sudah,Perempuan,Ya,21,0,0,Gagal
02128,Belum Menikah,Hubungan Masyarakat,Siang,SMA/Sederajat,66.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Pegawai Negri,68.1,Ya,Tidak,Sudah,Perempuan,Tidak,19,2.48,2.56,Lulus Tepat Waktu
02130,Belum Menikah,Manajemen,Siang,SMA/Sederajat,64,Pulau Jawa,SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,63.15,Ya,Tidak,Sudah,Perempuan,Tidak,19,2.63,2.53,Lulus Tepat Waktu
02132,Belum Menikah,Jurnalistik,Siang,SMA/Sederajat,60.5,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Pegawai Swasta,Pegawai Swasta,61.4,Tidak,Tidak,Sudah,Laki-laki,Tidak,19,0,0,Gagal
02133,Belum Menikah,Akuntansi,Siang,SMA/Sederajat,62.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Pegawai Negri,63.2,Tidak,Tidak,Sudah,Laki-laki,Ya,18,2.46,2.67,Lulus Tepat Waktu
02135,Belum Menikah,Manajemen,Siang,SMA/Sederajat,58.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Lainnya,56.25,Ya,Tidak,Sudah,Laki-laki,Tidak,19,2.33,2.07,Lulus Tidak Tepat Waktu
02139,Belum Menikah,Hubungan Masyarakat,Siang,SMA/Sederajat,64,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,58.25,Tidak,Tidak,Sudah,Perempuan,Tidak,18,2.33,2.2,Lulus Tidak Tepat Waktu
02140,Belum Menikah,Pertanian,Siang,Perguruan Tinggi,65,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,65,Ya,Tidak,Sudah,Laki-laki,Tidak,23,2.3,2.13,Lulus Tidak Tepat Waktu
02141,Belum Menikah,Hubungan Masyarakat,Siang,SMA/Sederajat,68,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,62.95,Tidak,Tidak,Sudah,Perempuan,Tidak,21,2.44,2.36,Lulus Tepat Waktu
02142,Belum Menikah,Teknik Industri,Siang,SMA/Sederajat,65,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,65,Ya,Tidak,Sudah,Perempuan,Ya,36,1.96,0,Gagal
02143,Belum Menikah,Keperawatan,Siang,Perguruan Tinggi,65,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Lainnya,65,Ya,Tidak,Belum,Perempuan,Tidak,21,2.66,2.4,Gagal
02145,Belum Menikah,Manajemen,Siang,SMA/Sederajat,76.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,73.35,Ya,Tidak,Sudah,Perempuan,Tidak,18,2.73,2.8,Lulus Tepat Waktu
02146,Belum Menikah,Jurnalistik,Siang,SMA/Sederajat,61.5,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Pegawai Swasta,Lainnya,67,Tidak,Tidak,Sudah,Perempuan,Ya,20,2.73,2.67,Lulus Tepat Waktu
02148,Belum Menikah,Perbankan,Siang,SMA/Sederajat,48.5,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Lainnya,Lainnya,49.05,Ya,Tidak,Sudah,Perempuan,Tidak,21,2.57,2.85,Lulus Tepat Waktu
02150,Belum Menikah,Pariwisata,Malam,SMA/Sederajat,60,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Lainnya,53.4,Tidak,Tidak,Sudah,Perempuan,Tidak,49,2.47,2.3,Lulus Tidak Tepat Waktu
02152,Belum Menikah,Perbankan,Siang,SMA/Sederajat,68.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Wiraswasta,Lainnya,63.25,Ya,Tidak,Sudah,Perempuan,Tidak,18,2.75,2.75,Lulus Tepat Waktu
02153,Belum Menikah,Teknik Mesin,Siang,SMA/Sederajat,70.5,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Pegawai Swasta,Lainnya,64.45,Ya,Tidak,Sudah,Perempuan,Ya,18,2.77,2.74,Lulus Tepat Waktu
02154,Belum Menikah,Perbankan,Siang,SMA/Sederajat,57.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,55.75,Ya,Tidak,Belum,Perempuan,Tidak,19,2.39,0,Gagal
02155,Belum Menikah,Akuntansi,Siang,SMA/Sederajat,70,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,48.5,Ya,Tidak,Sudah,Perempuan,Tidak,28,0,0,Gagal
02156,Menikah,Akuntansi,Siang,SMA/Sederajat,50,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,50,Tidak,Tidak,Sudah,Perempuan,Tidak,35,2.28,2.47,Lulus Tidak Tepat Waktu
02158,Belum Menikah,Manajemen,Siang,SMA/Sederajat,71.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Lainnya,73.1,Ya,Tidak,Sudah,Laki-laki,Tidak,18,2.64,2.36,Lulus Tepat Waktu
02159,Belum Menikah,Perbankan,Siang,SMA/Sederajat,80,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,73.9,Tidak,Tidak,Sudah,Perempuan,Tidak,20,2.35,2.62,Lulus Tidak Tepat Waktu
02163,Cerai,Pariwisata,Malam,SMA/Sederajat,50,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Lainnya,Lainnya,53.5,Tidak,Tidak,Sudah,Perempuan,Tidak,38,2,0,Gagal
02165,Belum Menikah,Manajemen,Siang,SMA/Sederajat,62.5,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,62.7,Ya,Tidak,Sudah,Perempuan,Tidak,19,2.48,2.48,Lulus Tidak Tepat Waktu
02170,Belum Menikah,Jurnalistik,Siang,SMA/Sederajat,68,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,66.25,Ya,Tidak,Sudah,Perempuan,Tidak,19,2.5,2.5,Lulus Tepat Waktu
02171,Belum Menikah,Perbankan,Siang,SMA/Sederajat,73,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Pegawai Negri,Lainnya,67.9,Ya,Tidak,Sudah,Perempuan,Tidak,18,2.8,2.8,Lulus Tepat Waktu
02172,Belum Menikah,Teknologi Informasi,Siang,SMA/Sederajat,73,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Pegawai Swasta,Lainnya,72.65,Ya,Tidak,Sudah,Perempuan,Ya,18,2.56,2.68,Lulus Tidak Tepat Waktu
02173,Belum Menikah,Perpajakan,Siang,Perguruan Tinggi,66.55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,48.35,Tidak,Tidak,Sudah,Laki-laki,Ya,29,0,0,Gagal
02177,Belum Menikah,Akuntansi,Siang,SMA/Sederajat,80,Pulau Jawa,Lebih dari S1,SMA/Sederajat,Pegawai Swasta,Pegawai Swasta,74.75,Ya,Tidak,Belum,Laki-laki,Tidak,19,2.6,2.6,Lulus Tepat Waktu
02185,Menikah,Perpajakan,Siang,SMA/Sederajat,55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Pegawai Negri,75,Ya,Tidak,Sudah,Laki-laki,Tidak,46,0,0,Gagal
02186,Belum Menikah,Pariwisata,Malam,SMA/Sederajat,58,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,58.1,Tidak,Tidak,Sudah,Laki-laki,Tidak,21,2.49,2.55,Lulus Tepat Waktu
02191,Belum Menikah,Teknik Mesin,Siang,SMA/Sederajat,60,Pulau Jawa,Lebih dari S1,Lebih dari S1,Wiraswasta,Lainnya,55.8,Ya,Tidak,Sudah,Perempuan,Tidak,19,2.8,2.2,Lulus Tepat Waktu
02192,Belum Menikah,Hubungan Masyarakat,Siang,Perguruan Tinggi,70,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,71.1,Tidak,Tidak,Sudah,Laki-laki,Ya,21,2.53,2.52,Lulus Tepat Waktu
02196,Belum Menikah,Perpustakaan,Siang,Perguruan Tinggi,66.55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Lainnya,50,Tidak,Tidak,Sudah,Laki-laki,Tidak,35,2.31,2.32,Lulus Tepat Waktu
02197,Belum Menikah,Perbankan,Siang,SMA/Sederajat,60,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,50,Tidak,Tidak,Sudah,Laki-laki,Tidak,34,2.27,2.52,Lulus Tidak Tepat Waktu
02198,Belum Menikah,Perbankan,Siang,SMA/Sederajat,55.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Lainnya,54.1,Ya,Tidak,Sudah,Perempuan,Tidak,20,2.65,2.46,Gagal
02199,Belum Menikah,Keperawatan,Siang,SMA/Sederajat,63.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,58.25,Tidak,Tidak,Sudah,Perempuan,Tidak,19,0,0,Gagal
02200,Belum Menikah,Hubungan Masyarakat,Siang,SMA/Sederajat,70,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Lainnya,Lainnya,60,Ya,Tidak,Sudah,Laki-laki,Tidak,21,2,2.2,Gagal
02201,Belum Menikah,Perbankan,Siang,SMA/Sederajat,70.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Wiraswasta,68.15,Ya,Tidak,Sudah,Perempuan,Tidak,19,2.82,2.82,Lulus Tepat Waktu
02202,Belum Menikah,Hubungan Masyarakat,Siang,SMA/Sederajat,72.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,66,Ya,Tidak,Sudah,Perempuan,Tidak,19,2.5,2,Lulus Tepat Waktu
02203,Belum Menikah,Penyiaran,Siang,SMA/Sederajat,75,Pulau Jawa,Lebih dari S1,SMA/Sederajat,Lainnya,Lainnya,67.3,Tidak,Tidak,Sudah,Perempuan,Tidak,20,0,0,Gagal
02204,Belum Menikah,Teknik Mesin,Siang,SMA/Sederajat,60,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,55.65,Tidak,Tidak,Sudah,Perempuan,Tidak,20,0,0,Gagal
02205,Belum Menikah,Manajemen,Siang,SMA/Sederajat,66,Pulau Jawa,Lebih dari S1,Dibawah SMA/Sederajat,Pegawai Negri,Pegawai Negri,62.15,Tidak,Ya,Sudah,Perempuan,Tidak,18,0,0,Gagal
02210,Menikah,Pariwisata,Malam,SMA/Sederajat,61.5,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Lainnya,Lainnya,56.6,Tidak,Tidak,Belum,Perempuan,Tidak,18,2.13,0,Gagal
02211,Belum Menikah,Perbankan,Siang,SMA/Sederajat,71,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,63.5,Tidak,Tidak,Belum,Laki-laki,Tidak,21,2.59,2.32,Gagal
02215,Belum Menikah,Pertanian,Siang,SMA/Sederajat,72.5,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Lainnya,Lainnya,67.45,Ya,Tidak,Sudah,Perempuan,Tidak,18,3.1,3.2,Lulus Tepat Waktu
02217,Belum Menikah,Jurnalistik,Siang,SMA/Sederajat,70,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Pegawai Swasta,Lainnya,67.9,Ya,Tidak,Sudah,Perempuan,Ya,19,2.6,2.6,Lulus Tepat Waktu
02218,Belum Menikah,Keperawatan,Siang,SMA/Sederajat,69,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,61.5,Ya,Tidak,Sudah,Perempuan,Tidak,21,2.2,2.1,Lulus Tidak Tepat Waktu
02222,Belum Menikah,Penyiaran,Siang,Perguruan Tinggi,65,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Pegawai Swasta,Pegawai Swasta,65,Ya,Tidak,Belum,Laki-laki,Ya,22,2.51,2.53,Lulus Tepat Waktu
02224,Belum Menikah,Agronomi,Siang,SMA/Sederajat,72.5,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Wiraswasta,Lainnya,60.7,Tidak,Tidak,Sudah,Perempuan,Tidak,20,0,0,Lulus Tidak Tepat Waktu
02225,Belum Menikah,Pertanian,Siang,SMA/Sederajat,67,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,66.65,Ya,Tidak,Sudah,Perempuan,Tidak,19,2.3,2.2,Gagal
02227,Belum Menikah,Perbankan,Siang,SMA/Sederajat,68.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Swasta,Pegawai Swasta,63.95,Ya,Tidak,Sudah,Perempuan,Ya,18,2.69,2.45,Gagal
02228,Belum Menikah,Penyiaran,Siang,SMA/Sederajat,84,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Lainnya,77.55,Ya,Tidak,Belum,Laki-laki,Ya,18,0,0,Lulus Tepat Waktu
02230,Belum Menikah,Penyiaran,Siang,SMA/Sederajat,73,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Pegawai Swasta,Lainnya,76.5,Ya,Tidak,Sudah,Perempuan,Ya,21,2.68,2.98,Lulus Tepat Waktu
02232,Belum Menikah,Teknik Mesin,Siang,SMA/Sederajat,55,Luar Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Lainnya,58.6,Ya,Tidak,Sudah,Laki-laki,Tidak,28,2.5,2.29,Lulus Tepat Waktu
02236,Belum Menikah,Hubungan Masyarakat,Siang,SMA/Sederajat,61,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,58.75,Ya,Tidak,Belum,Perempuan,Tidak,22,2.3,0,Gagal
02238,Belum Menikah,Perpustakaan,Siang,Perguruan Tinggi,65,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,65,Tidak,Tidak,Sudah,Laki-laki,Tidak,22,2.28,2.33,Gagal
02239,Belum Menikah,Perbankan,Siang,SMA/Sederajat,74.5,Pulau Jawa,SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Swasta,Pegawai Swasta,68.9,Ya,Tidak,Sudah,Laki-laki,Tidak,18,2.6,2.6,Lulus Tepat Waktu
02242,Belum Menikah,Teknik Mesin,Siang,SMA/Sederajat,59,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Lainnya,Lainnya,56.2,Ya,Tidak,Sudah,Laki-laki,Tidak,21,2.3,2.12,Lulus Tidak Tepat Waktu
02243,Belum Menikah,Teknik Industri,Siang,SMA/Sederajat,63,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Pegawai Swasta,Wiraswasta,59.5,Ya,Tidak,Sudah,Perempuan,Ya,19,2.43,2.68,Gagal
02245,Belum Menikah,Akuntansi,Siang,SMA/Sederajat,63,Pulau Jawa,Lebih dari S1,SMA/Sederajat,Lainnya,Lainnya,62.85,Tidak,Tidak,Sudah,Perempuan,Tidak,20,2.71,2.72,Lulus Tidak Tepat Waktu
02247,Belum Menikah,Perbankan,Siang,SMA/Sederajat,81,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,77.05,Tidak,Tidak,Sudah,Perempuan,Tidak,18,2.89,2.83,Lulus Tepat Waktu
02249,Belum Menikah,Penyiaran,Siang,SMA/Sederajat,70,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,69.15,Ya,Tidak,Sudah,Perempuan,Tidak,18,0,0,Lulus Tidak Tepat Waktu
02250,Belum Menikah,Hubungan Masyarakat,Siang,SMA/Sederajat,69,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,65.5,Ya,Tidak,Sudah,Perempuan,Tidak,19,2.2,2.13,Lulus Tidak Tepat Waktu
